COOPERATIVA,MES#,AÑO,INGRESOS,Productos Financieros,Productos x Servicios,Otros Productos,Ingresos Anteriores,EGRESOS,Gastos Financieros,Gastos de Administracion,Otros Gastos,Gastos Anteriores,EXCEDENTES
MX LEMPIRA SUR,7,2021,45972378,35530049,3003306,7439023,0,40945296,10510943,24367588,6046772,19993,5027082
MX LEMPIRA SUR,8,2021,52844850,40886066,3446760,8512024,0,47001724,12139001,27850171,6992559,19993,5843126
MX LEMPIRA SUR,9,2021,59389429,46236967,3847428,9305034,0,53577129,13785063,32112431,7659642,19993,5812300
MX LEMPIRA SUR,10,2021,65907649,51694272,4239809,9973568,0,59675807,15443508,36013520,8196586,22193,6231842
MX LEMPIRA SUR,11,2021,72763161,57002775,4667236,11093150,0,66160567,17105229,39933520,9099625,22193,6602594
MX LEMPIRA SUR,12,2021,81433924,63395016,5108999,12929909,0,78754620,18781399,49573129,10377899,22193,2679304
MX LEMPIRA SUR,1,2022,7061045,5948771,389235,723039,0,6052532,1698177,3763001,591354,0,1008513
MX LEMPIRA SUR,2,2022,13710355,11347742,735186,1627427,0,12956062,3433348,8191496,1331218,0,754293
MX LEMPIRA SUR,3,2022,21290685,17221518,1140263,2928904,0,20615853,5199070,13444933,1971850,0,674832
MX LEMPIRA SUR,4,2022,28174345,22711661,1512498,3950186,0,27504821,6952915,17740943,2810963,0,669524
MX LEMPIRA SUR,5,2022,37557952,28274264,1918627,7365061,0,36313795,8709778,21876230,5727787,0,1244157
MX LEMPIRA SUR,6,2022,46246122,34213214,2305875,9727033,0,44705196,10498842,26444798,7761556,0,1540926
MX LEMPIRA SUR,7,2022,53279970,39941250,2659506,10679214,0,51201156,12311648,30344079,8545429,0,2078814
MX LEMPIRA SUR,8,2022,60448296,45857862,3054146,11536288,0,57039304,14147165,33649447,9242692,0,3408992
MX LEMPIRA SUR,9,2022,66898485,51012060,3425017,12461408,0,63149146,15791760,37346499,10010887,0,3749339
MX LEMPIRA SUR,10,2022,74097196,56622785,3831966,13642445,0,68925666,17567787,40382888,10974991,0,5171530
MX LEMPIRA SUR,11,2022,80868423,62284654,4212388,14371381,0,74796689,19342519,43932711,11521459,0,6071734
MX LEMPIRA SUR,12,2022,89647752,68542154,4616981,16488617,0,87241377,21215776,52824319,13201282,0,2406375
MX LEMPIRA SUR,1,2023,7228369,5641784,333420,1253165,0,7079704,1842721,4196341,1040642,0,148665
MX LEMPIRA SUR,2,2023,14020079,11423021,670483,1926575,0,14506649,3718207,9151871,1636571,0,-486570
MX LEMPIRA SUR,3,2023,21665758,17793522,1038823,2833413,0,22076659,5616583,14110791,2349285,0,-410901
MX LEMPIRA SUR,4,2023,29299661,23862836,1354093,4082732,0,28684441,7563205,18178088,2943148,0,615220
MX LEMPIRA SUR,5,2023,38797545,30283693,1755625,6758227,0,38122392,9619124,23246187,5257081,0,675153
MX LEMPIRA SUR,6,2023,48819739,36571936,2152503,10095300,0,47633271,11678732,27766874,8187665,0,1186468
MX LEMPIRA SUR,7,2023,57886114,43653644,2571702,11660768,0,55371061,13778518,32139385,9453158,0,2515053
MX LEMPIRA SUR,8,2023,66318862,50639184,2935549,12744129,0,62613776,15666764,36555626,10391386,0,3705086
MX LEMPIRA SUR,9,2023,74436160,57393491,3192849,13849820,0,70170132,17535460,41319824,11314848,0,4266028
MX LEMPIRA SUR,10,2023,83340443,64390259,3464400,15485784,0,77472482,19433333,45922966,12116183,0,5867961
MX LEMPIRA SUR,11,2023,91886644,71514022,3727929,16644693,0,85427697,21350349,51054165,13023183,0,6458947
MX LEMPIRA SUR,12,2023,101999533,78900868,4040343,19058322,0,98725344,23276876,60547202,14901266,0,3274189
MX LEMPIRA SUR,1,2024,9051167,7022854,254610,1773703,0,7348749,1937961,3936719,1474069,0,1702418
MX LEMPIRA SUR,2,2024,17746583,14126940,502218,3117425,0,14692633,3953777,8252295,2486561,0,3053950
MX LEMPIRA SUR,3,2024,26621242,21423913,760285,4437044,0,22678761,6035979,13161837,3480945,0,3942481
MX LEMPIRA SUR,4,2024,36050145,29283194,1049410,5717541,0,31368092,8185448,18700171,4482473,0,4682053
MX LEMPIRA SUR,5,2024,48936069,37009400,1454493,10472176,0,43156714,10366472,24513378,8276864,0,5779355
MX LEMPIRA SUR,6,2024,59988143,45253274,1731485,13003384,0,53061129,12619205,30154101,10287823,0,6927014
MX LEMPIRA SUR,7,2024,70025244,53229013,2003599,14792632,0,61977596,14925888,35635328,11416380,0,8047648
MX LEMPIRA SUR,8,2024,80236277,61399565,2297938,16538774,0,71408058,17260635,41369183,12778240,0,8828219
MX LEMPIRA SUR,9,2024,90472861,69604200,2527462,18341199,0,80950302,19638280,47113328,14198694,0,9522559
MX LEMPIRA SUR,10,2024,100257902,78006716,2763914,19487272,0,90297239,22036581,53279517,14981141,0,9960663
MX LEMPIRA SUR,11,2024,109878889,86216928,3017460,20644501,0,99796717,24469953,59518714,15808050,0,10082172
MX LEMPIRA SUR,12,2024,122540341,94833287,3316542,24390512,0,118071920,26976642,72242550,18852728,0,4468421
MX LEMPIRA SUR,1,2025,9988791,8414701,288953,1285137,0,8587332,2606666,5079551,901115,0,1401459
MX LEMPIRA SUR,2,2025,19960388,16785910,556570,2617908,0,17072307,5288247,10006284,1776276,1500,2888081
MX LEMPIRA SUR,3,2025,32215822,27339349,837943,4038530,0,26210853,8014245,15408722,2786386,1500,6004969
MX LEMPIRA SUR,4,2025,42996975,36550639,1140372,5305964,0,35504172,10798390,21024391,3679891,1500,7492803
MX LEMPIRA SUR,5,2025,56779221,45932452,1481361,9365408,0,47257398,13657422,26701672,6896804,1500,9521823
MX LEMPIRA SUR,6,2025,69248895,55320517,1842272,12086106,0,58069977,16586597,32509521,8972359,1500,11178918
MX LEMPIRA SUR,7,2025,80191774,64551759,2140569,13499446,0,67493333,19579638,37940984,9971211,1500,12698441
MX LEMPIRA SUR,8,2025,91668256,74150444,2409169,15108643,0,76937503,22621180,43228205,11086618,1500,14730753
MX LEMPIRA SUR,9,2025,103434653,84171638,2678076,16584939,0,87208290,25690691,49426831,12089268,1500,16226363
MX LEMPIRA SUR,10,2025,114701200,93757628,2934438,18009134,0,97182583,28802312,55384083,12994688,1500,17518617
MX LEMPIRA SUR,11,2025,126672123,103970738,3149020,19552365,0,107748891,31975261,61682330,14089800,1500,18923232
MX LEMPIRA SUR,12,2025,140440469,114025242,3429413,22985814,0,134803217,35269606,82751981,16780130,1500,5637252
MX LEMPIRA SUR,1,2026,12251608,9951731,196534,2103343,0,9547540,3455096,4995209,1097235,0,2704068
MX LEMPIRA SUR,2,2026,23865135,20102122,356943,3406070,0,19935924,6977235,10991050,1967639,0,3929211
MX MEDICA HONDUREÑA,1,2019,893731,845010,48721,0,0,878130,219466,658664,0,0,15601
MX MEDICA HONDUREÑA,2,2019,1880317,1765732,91446,0,23139,1659089,447022,1210669,0,1398,221228
MX MEDICA HONDUREÑA,3,2019,2873927,2710227,140561,0,23139,2554326,672835,1878668,1425,1398,319601
MX MEDICA HONDUREÑA,4,2019,3813193,3596396,193658,0,23139,3537461,906978,2627660,1425,1398,275732
MX MEDICA HONDUREÑA,5,2019,4955313,4556970,259981,0,138362,4238333,1357638,2880695,0,0,716980
MX MEDICA HONDUREÑA,6,2019,162438905,152975130,8356011,1107764,0,142003276,67390907,74597468,14901,0,20435629
MX MEDICA HONDUREÑA,6,2019,5709922,5405046,281737,0,23139,5322080,1408203,3911054,1425,1398,387842
MX MEDICA HONDUREÑA,7,2019,6723031,6355889,344003,0,23139,6222079,1669977,4542996,1425,7681,500952
MX MEDICA HONDUREÑA,8,2019,7643999,7213855,407005,0,23139,7089310,1932645,5143539,5445,7681,554689
MX MEDICA HONDUREÑA,9,2019,8664627,8174468,461223,0,28936,8020950,2189551,5818273,5445,7681,643677
MX MEDICA HONDUREÑA,10,2019,9681999,9133065,510998,0,37936,8915859,2441026,6461707,5445,7681,766140
MX MEDICA HONDUREÑA,11,2019,10627264,10001523,564422,0,61319,9734979,2684699,7027377,5445,17458,892285
MX MEDICA HONDUREÑA,12,2019,12875410,10942840,614439,0,1318131,11766265,2941325,8805415,5445,14080,1109145
MX MEDICA HONDUREÑA,1,2020,1113042,980160,67807,0,65075,834660,257997,576663,0,0,278382
MX MEDICA HONDUREÑA,2,2020,2130003,1916432,124252,0,89319,1770214,535331,1234883,0,0,359789
MX MEDICA HONDUREÑA,3,2020,3130304,2870555,170430,0,89319,2627357,811344,1816013,0,0,502947
MX MEDICA HONDUREÑA,4,2020,3988710,3675738,217083,0,95889,3439660,1084056,2355604,0,0,549050
MX MEDICA HONDUREÑA,5,2020,4955313,4556970,259981,0,138362,4238333,1357638,2880695,0,0,716980
MX MEDICA HONDUREÑA,6,2020,4955313,4556970,259981,0,138362,4238333,1357638,2880695,0,0,716980
MX MEDICA HONDUREÑA,11,2020,10717532,9927593,586477,65100,138362,9460067,3035077,6420109,4881,0,1257465
MX MEDICA HONDUREÑA,1,2021,1130802,844584,66781,219437,0,849820,281333,568487,0,0,280982
MX MEDICA HONDUREÑA,2,2021,2076107,1705588,129294,219437,21788,1793115,567797,1225318,0,0,282992
MX MEDICA HONDUREÑA,3,2021,3104693,2652763,193344,219437,39149,2781440,854270,1919670,7500,0,323253
MX MEDICA HONDUREÑA,4,2021,4108564,3537494,251622,275299,44149,3793277,1138918,2641859,12500,0,315287
MX MEDICA HONDUREÑA,5,2021,5172052,4523092,304382,300429,44149,4775206,1427764,3304942,42500,0,396846
MX MEDICA HONDUREÑA,6,2021,6404794,5403885,360732,596028,44149,5823675,1740574,4017150,42500,23451,581119
MX MEDICA HONDUREÑA,7,2021,8048947,6275355,428871,1300572,44149,6831960,2058851,4707158,42500,23451,1216987
MX MEDICA HONDUREÑA,8,2021,9161655,7227916,498544,1301046,134149,7835153,2360480,5399824,42500,32349,1326502
MX MEDICA HONDUREÑA,9,2021,10102252,8108742,558315,1301046,134149,8942773,2672192,6167812,42500,60269,1159479
MX MEDICA HONDUREÑA,10,2021,11045453,8983481,626777,1301046,134149,9974893,2989507,6882617,42500,60269,1070560
MX MEDICA HONDUREÑA,11,2021,12095338,9939188,711102,1310899,134149,10979739,3314661,7585760,42500,36818,1115599
MX MEDICA HONDUREÑA,12,2021,13303651,11004698,778328,1319981,200644,12825960,3586994,9168801,43347,26818,477691
MX MEDICA HONDUREÑA,1,2022,990151,914921,75230,0,0,1018399,268583,738891,0,10925,-28248
MX MEDICA HONDUREÑA,2,2022,2065035,1869245,138876,56914,0,2085786,537806,1537055,0,10925,-20751
MX MEDICA HONDUREÑA,3,2022,6752884,2815353,210608,3700123,26800,3360203,826890,2522388,0,10925,3392681
MX MEDICA HONDUREÑA,4,2022,7753253,3767471,241903,3700123,43756,4544498,1103944,3429629,0,10925,3208755
MX MEDICA HONDUREÑA,5,2022,8820658,4806211,270568,3700123,43756,5712013,1384417,4308698,0,18898,3108645
MX MEDICA HONDUREÑA,6,2022,9847227,5796550,306798,3700123,43756,7028497,1673902,5327724,0,26871,2818730
MX MEDICA HONDUREÑA,7,2022,10975878,6892126,339873,3700123,43756,8249106,1954357,6253185,0,41564,2726772
MX MEDICA HONDUREÑA,8,2022,12207034,8085982,377173,3700123,43756,9467045,2238167,7172622,0,56256,2739989
MX MEDICA HONDUREÑA,9,2022,13399610,9238418,417313,3700123,43756,10768758,2526682,8171127,0,70949,2630852
MX MEDICA HONDUREÑA,10,2022,14473492,10176578,456374,3700123,140417,12030285,2812182,9132461,0,85642,2443207
MX MEDICA HONDUREÑA,11,2022,15493262,11156880,495842,3700123,140417,13442752,3101873,10240544,0,100335,2050510
MX MEDICA HONDUREÑA,12,2022,16533280,12155918,536822,3700123,140417,15922914,3407093,12399930,863,115028,610366
MX MEDICA HONDUREÑA,1,2023,1009154,970404,38750,0,0,1117142,286556,830586,0,0,-107988
MX MEDICA HONDUREÑA,2,2023,2023124,1952589,70535,0,0,2242816,575961,1664681,0,2174,-219692
MX MEDICA HONDUREÑA,3,2023,3068453,2946983,121470,0,0,3534294,790058,2742062,0,2174,-465841
MX MEDICA HONDUREÑA,4,2023,4171943,3991011,156195,0,24737,4860230,989015,3869041,0,2174,-688287
MX MEDICA HONDUREÑA,5,2023,6181280,5947520,204505,3800,25455,6151229,1195315,4953740,0,2174,30051
MX MEDICA HONDUREÑA,6,2023,7309331,7001965,259484,16555,31327,7298113,1414506,5881433,0,2174,11218
MX MEDICA HONDUREÑA,7,2023,8526727,8144488,316589,34323,31327,8521185,1622104,6896907,0,2174,5542
MX MEDICA HONDUREÑA,8,2023,10334694,9239342,370799,693226,31327,9985516,1835789,8147553,0,2174,349178
MX MEDICA HONDUREÑA,9,2023,11451410,10307973,418884,693226,31327,11223465,2048482,9172809,0,2174,227945
MX MEDICA HONDUREÑA,10,2023,12712375,11498764,471754,710530,31327,12460399,2265189,10193036,0,2174,251976
MX MEDICA HONDUREÑA,11,2023,13991904,12732180,517867,710530,31327,13664793,2488705,11173914,0,2174,327111
MX MEDICA HONDUREÑA,12,2023,15421316,14013549,594349,782091,31327,15320767,2718479,12599119,995,2174,100549
MX MEDICA HONDUREÑA,1,2024,1217321,1109976,107345,0,0,1172435,228429,944006,0,0,44886
MX MEDICA HONDUREÑA,2,2024,2558662,2321262,109735,0,127665,2411830,476487,1935343,0,0,146832
MX MEDICA HONDUREÑA,3,2024,3823066,3538286,157115,0,127665,3560749,725221,2835528,0,0,262317
MX MEDICA HONDUREÑA,4,2024,5071158,4744208,199285,0,127665,4807097,986344,3820753,0,0,264061
MX MEDICA HONDUREÑA,5,2024,6748509,5876559,244285,0,627665,6132561,1247125,4885436,0,0,615948
MX MEDICA HONDUREÑA,6,2024,8037692,7052912,284995,0,699785,7410970,1504352,5906618,0,0,626722
MX MEDICA HONDUREÑA,7,2024,9293471,8203060,319168,71458,699785,8699302,1756021,6943281,0,0,594169
MX MEDICA HONDUREÑA,8,2024,10533947,9386426,376278,71458,699785,9936994,2000446,7936548,0,0,596953
MX MEDICA HONDUREÑA,9,2024,11745137,10553786,420108,71458,699785,11088256,2230700,8857556,0,0,656881
MX MEDICA HONDUREÑA,10,2024,12982208,11747432,463533,71458,699785,12304393,2457188,9847205,0,0,677815
MX MEDICA HONDUREÑA,11,2024,14268981,12906689,508763,71458,782071,13577454,2688093,10889361,0,0,691527
MX MEDICA HONDUREÑA,12,2024,15503325,14096183,553613,71458,782071,14814290,2921890,11892400,0,0,689035
MX MEDICA HONDUREÑA,1,2025,1206671,1158681,47990,0,0,1153310,227544,925766,0,0,53361
MX MEDICA HONDUREÑA,2,2025,2491326,2323948,94610,0,72768,2271945,454697,1817248,0,0,219381
MX MEDICA HONDUREÑA,3,2025,3791820,3585682,132795,0,73343,3432926,682060,2742207,0,8659,358894
MX MEDICA HONDUREÑA,4,2025,5217505,4965092,172697,0,79716,4811974,919514,3878557,5244,8659,405531
MX MEDICA HONDUREÑA,5,2025,6466677,6176526,209367,0,80784,6132567,1175224,4938196,10488,8659,334110
MX MEDICA HONDUREÑA,6,2025,7737631,7408991,246087,0,82553,7460780,1435949,6000439,15733,8659,276851
MX MEDICA HONDUREÑA,7,2025,8986465,8607395,296417,0,82653,8862006,1687419,7144951,20977,8659,124459
MX MEDICA HONDUREÑA,8,2025,10170822,9746191,341978,0,82653,10416437,1955659,8425897,26222,8659,-245615
MX MEDICA HONDUREÑA,9,2025,11428939,10962683,383603,0,82653,11789995,2219963,9529907,31466,8659,-361056
MX MEDICA HONDUREÑA,10,2025,12686785,12175259,428873,0,82653,12902941,2485508,10372063,36711,8659,-216156
MX MEDICA HONDUREÑA,11,2025,13840888,13289414,468821,0,82653,14150834,2752479,11346978,42718,8659,-309946
MX MEDICA HONDUREÑA,12,2025,15156937,14391171,496371,186742,82653,15137496,3035255,12020260,42718,39263,19441
MX MEDICA HONDUREÑA,1,2026,1108499,1075028,33470,0,1,1487039,314278,1172761,0,0,-378540
MX MEDICA HONDUREÑA,2,2026,2384432,2291726,92705,0,1,3362240,743949,2599628,0,18663,-977808
MX MUJERES EN ACCION,6,2024,4071939,3832998,238941,0,0,3619649,1115051,2504598,0,0,452290
MX MUJERES EN ACCION,7,2024,4782550,4500481,282069,0,0,4246294,1323987,2922307,0,0,536256
MX MUJERES EN ACCION,8,2024,5649880,5323212,326668,0,0,4855778,1531282,3324496,0,0,794102
MX MUJERES EN ACCION,9,2024,6372836,6006927,365909,0,0,5503259,1734251,3769008,0,0,869577
MX MUJERES EN ACCION,10,2024,7085953,6679149,406804,0,0,6142917,1946964,4195953,0,0,943036
MX MUJERES EN ACCION,11,2024,7814383,7367513,446870,0,0,6791377,2158953,4632424,0,0,1023006
MX MUJERES EN ACCION,12,2024,8573099,8064535,486641,21923,0,7699108,2371693,5327415,0,0,873991
MX MUJERES EN ACCION,1,2025,705891,665246,40645,0,0,587723,209284,378439,0,0,118168
MX MUJERES EN ACCION,2,2025,1403641,1328627,75014,0,0,1199926,415781,784145,0,0,203715
MX MUJERES EN ACCION,3,2025,2117351,1986289,124062,0,7000,1885011,625760,1255215,0,4036,232340
MX MUJERES EN ACCION,4,2025,2804195,2637569,159626,0,7000,2566606,840758,1721812,0,4036,237589
MX MUJERES EN ACCION,5,2025,3482151,3281020,194131,0,7000,3198873,1050751,2144086,0,4036,283278
MX MUJERES EN ACCION,6,2025,4191778,3947618,237160,0,7000,3803262,1269863,2529363,0,4036,388516
MX MUJERES EN ACCION,7,2025,4891894,4608624,276270,0,7000,4462264,1497530,2960698,0,4036,429630
MX MUJERES EN ACCION,8,2025,5658507,5340338,311169,0,7000,5126139,1729178,3392925,0,4036,532368
MX MUJERES EN ACCION,9,2025,6465106,6092629,365477,0,7000,5747022,1974424,3768562,0,4036,718084
MX MUJERES EN ACCION,10,2025,7256024,6829034,408411,11579,7000,6382597,2223173,4155388,0,4036,873427
MX MUJERES EN ACCION,11,2025,8041566,7542360,447982,44225,6999,6966447,2471636,4490775,0,4036,1075119
MX MUJERES EN ACCION,12,2025,8858792,8289475,486344,68974,13999,7704240,2718229,4981975,0,4036,1154552
MX MUJERES EN ACCION,1,2026,761748,725512,36236,0,0,660791,262255,398536,0,0,100957
MX MUJERES EN ACCION,2,2026,1515209,1440579,74630,0,0,1317076,527266,789810,0,0,198133
MX MUJERES UNIDAS,5,2019,4640032,3960938,68493,610601,0,13113421,2707745,9526949,878727,0,-8473389
MX MUJERES UNIDAS,1,2020,1825034,1265305,20176,539553,0,3653088,621479,2591192,440417,0,-1828054
MX MUJERES UNIDAS,2,2020,3012724,2413306,34605,564813,0,7174529,1474505,5031249,668775,0,-4161805
MX MUJERES UNIDAS,3,2020,3794960,3169339,40735,584886,0,9935984,2076162,7118331,741491,0,-6141024
MX MUJERES UNIDAS,4,2020,4246918,3600228,61804,584886,0,11553536,2308186,8501873,743477,0,-7306618
MX MUJERES UNIDAS,5,2020,4640032,3960938,68493,610601,0,13113421,2707745,9526949,878727,0,-8473389
MX MUJERES UNIDAS,6,2020,5324356,4623788,79441,621127,0,17800515,3230604,13587575,982336,0,-12476159
MX MUJERES UNIDAS,7,2020,7681373,6267340,104789,1309244,0,21203988,5094337,15056061,1053590,0,-13522615
MX MUJERES UNIDAS,8,2020,9353670,7891066,138309,1324295,0,24034391,5817143,17155835,1061413,0,-14680721
MX MUJERES UNIDAS,9,2020,10821924,9240386,164585,1416953,0,29424444,6964780,19434283,3025381,0,-18602520
MX MUJERES UNIDAS,10,2020,12396421,10435988,175364,1785069,0,32093468,8054747,21006730,3031991,0,-19697047
MX MUJERES UNIDAS,11,2020,11313754,9152558,188813,1972383,0,34445669,8974510,22437008,3034151,0,-23131915
MX MUJERES UNIDAS,12,2020,19795628,17450016,214428,2131184,0,38206679,9971912,25197465,3037302,0,-18411051
MX MUJERES UNIDAS,12,2020,19795628,17450016,214428,2131184,0,38206679,9971912,25197465,3037302,0,-18411051
MX MUJERES UNIDAS,1,2021,1047717,960499,15554,71664,0,2281867,711622,1569901,344,0,-1234150
MX MUJERES UNIDAS,2,2021,3966544,2076591,37261,1852692,0,4747878,1295540,3446886,5452,0,-781334
MX MUJERES UNIDAS,3,2021,6762681,4059300,61096,2642285,0,6900404,1868090,5025021,7293,0,-137723
MX MUJERES UNIDAS,4,2021,9861115,5441072,89261,4330782,0,9378883,2522826,6847720,8337,0,482232
MX MUJERES UNIDAS,5,2021,12165352,6562490,112626,5490236,0,11635821,3313544,8309494,12783,0,529531
MX MUJERES UNIDAS,6,2021,14560055,8675039,132193,5752823,0,14707355,4046182,10647169,14004,0,-147300
MX MUJERES UNIDAS,7,2021,16779935,9818945,149880,6811110,0,16851103,4505901,12329638,15564,0,-71168
MX MUJERES UNIDAS,8,2021,18598340,11044339,167042,7386959,0,18857096,4868227,13971772,17097,0,-258756
MX MUJERES UNIDAS,9,2021,21776248,12500952,221466,9053830,0,21305191,5957221,15328173,19797,0,471057
MX MUJERES UNIDAS,10,2021,23163303,13848099,238830,9076374,0,23999659,7145171,16828482,26006,0,-836356
MX MUJERES UNIDAS,11,2021,24632681,15278054,270877,9083750,0,26272573,7870235,18374486,27852,0,-1639892
MX MUJERES UNIDAS,12,2021,28203749,17536335,299965,10367449,0,29426287,8794958,20570478,60851,0,-1222538
MX MUJERES UNIDAS,1,2022,1935954,1761946,20889,153119,0,2680974,1003214,1677124,636,0,-745020
MX MUJERES UNIDAS,2,2022,3540775,3044029,39543,457203,0,5290900,1899291,3390562,1047,0,-1750125
MX MUJERES UNIDAS,3,2022,5123766,4484252,69740,569774,0,7845651,2483890,5358622,3139,0,-2721885
MX MUJERES UNIDAS,4,2022,6099110,5439440,89896,569774,0,9809948,3238478,6567016,4454,0,-3710838
MX MUJERES UNIDAS,5,2022,7519432,6818924,107475,593033,0,13863210,4233204,8045879,1584127,0,-6343778
MX MUJERES UNIDAS,6,2022,13853706,10144398,144070,3565238,0,19660913,6579384,11497194,1584335,0,-5807207
MX MUJERES UNIDAS,7,2022,18922176,13927929,170285,4823962,0,22004946,7322390,13094979,1587577,0,-3082770
MX MUJERES UNIDAS,8,2022,20902728,15751311,164355,4987062,0,24580020,8281573,14708251,1590196,0,-3677292
MX MUJERES UNIDAS,9,2022,21520551,17382745,197615,3940191,0,26739116,8965084,16180391,1593641,0,-5218565
MX MUJERES UNIDAS,10,2022,23622719,19244700,209514,4168505,0,29519671,10156089,17760307,1603275,0,-5896952
MX MUJERES UNIDAS,11,2022,25236043,20794667,238561,4202815,0,31752673,10963437,19160787,1628449,0,-6516630
MX MUJERES UNIDAS,12,2022,27670273,22706096,299254,4664923,0,35071690,11902011,21533978,1635701,0,-7401417
MX MUJERES UNIDAS,1,2023,2254190,1854867,21480,377843,0,2423735,732495,1688522,2718,0,-169545
MX MUJERES UNIDAS,2,2023,3928876,3489679,41311,397886,0,4819422,1537021,3278462,3939,0,-890546
MX MUJERES UNIDAS,3,2023,5852856,5030217,64242,758397,0,7405957,2249949,5151019,4989,0,-1553101
MX MUJERES UNIDAS,4,2023,7687459,6035717,95560,1548182,8000,9682174,3071290,6605380,5504,0,-1994715
MX MUJERES UNIDAS,5,2023,10428760,8134631,109566,2176563,8000,12005262,3730158,8267670,7434,0,-1576502
MX MUJERES UNIDAS,6,2023,12895569,10008265,140950,2738354,8000,14939364,4269558,10656721,13085,0,-2043795
MX MUJERES UNIDAS,7,2023,15035114,11418719,182004,3426391,8000,17177389,5034884,12092799,49706,0,-2142275
MX MUJERES UNIDAS,8,2023,17338821,13355114,215248,3759771,8688,20127803,5631334,13624016,870129,2324,-2788982
MX MUJERES UNIDAS,9,2023,21372890,15479677,244880,5639645,8688,22805307,6403632,15525184,874167,2324,-1432417
MX MUJERES UNIDAS,10,2023,26388463,17267060,278861,8833854,8688,25337928,7122716,17335990,876898,2324,1050535
MX MUJERES UNIDAS,11,2023,29944313,19502557,307836,10125232,8688,27751367,7984010,18887324,877709,2324,2192946
MX MUJERES UNIDAS,12,2023,32653085,21755987,341875,10546535,8688,31100955,8822611,21393258,882762,2324,1552130
